rank,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
3,TH,AF.BK,2020,243,2020-01-02,2020-12-30,0.4500647783279419,0.5310764312744141,0.5347840066064041,0.6660959124565125,243,1.0,0,3,0,3,6,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TH,XPG.BK,2020,243,2020-01-02,2020-12-30,0.1614760011434555,0.240336999297142,0.2421606684663168,0.4018140137195587,243,1.0,0,0,0,0,6,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TH,UEC.BK,2020,243,2020-01-02,2020-12-30,0.2968519330024719,0.5869572758674622,0.5597136869352051,0.8051996231079102,243,1.0,0,2,4,6,5,17,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,TH,UKEM.BK,2020,243,2020-01-02,2020-12-30,0.2781754732131958,0.4694211483001709,0.4556538259050973,0.6519737839698792,243,1.0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TH,ALPHAX.BK,2020,243,2020-01-02,2020-12-30,0.4455609917640686,0.5396929979324341,0.5618512663576338,0.7781630158424377,243,1.0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TH,UMS.BK,2020,243,2020-01-02,2020-12-30,0.1099999994039535,0.2899999916553497,0.2620576148231824,0.3799999952316284,243,1.0,0,16,17,33,38,71,0,3,7,10,6,26,0,0,1,1,0,11,0,0,0,0,0,3,0,0,0,0,0,0
9,TH,TSTH.BK,2020,243,2020-01-02,2020-12-30,0.1680875569581985,0.3455133140087127,0.348549177371916,0.6723502278327942,243,1.0,0,2,0,2,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TH,TVT.BK,2020,243,2020-01-02,2020-12-30,0.3213913142681122,0.5843478441238403,0.5467139158719851,0.6914782524108887,243,1.0,0,0,1,1,6,20,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,TH,AJA.BK,2021,241,2021-01-04,2021-12-30,0.1160710006952285,0.3191959857940674,0.360254448602803,0.783482015132904,241,1.0,0,4,2,6,21,76,0,0,0,0,5,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,TH,AKR.BK,2021,241,2021-01-04,2021-12-30,0.4056982100009918,0.7884323596954346,0.7374540958167112,0.9338713884353638,241,1.0,0,0,0,0,7,16,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TH,TSI.BK,2021,241,2021-01-04,2021-12-30,0.25,0.3199999928474426,0.3261410811630027,0.4699999988079071,241,1.0,0,0,0,0,6,35,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,TH,TWZ.BK,2021,241,2021-01-04,2021-12-30,0.0670830011367797,0.1054159998893737,0.1023320046512417,0.1533329933881759,241,1.0,84,18,1,19,27,130,0,0,0,0,2,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
5,TH,TRITN.BK,2021,241,2021-01-04,2021-12-30,0.2399999946355819,0.2899999916553497,0.2991701249512399,0.449999988079071,241,1.0,0,0,0,0,4,29,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TH,CGD.BK,2021,241,2021-01-04,2021-12-30,0.4799999892711639,0.5600000023841858,0.6022821549805368,0.8600000143051147,241,1.0,0,0,0,0,3,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TH,GSTEEL.BK,2021,241,2021-01-04,2021-12-30,0.0900000035762786,0.0900000035762786,0.0900000035762786,0.0900000035762786,241,1.0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TH,EMC.BK,2021,241,2021-01-04,2021-12-30,0.1599999964237213,0.2599999904632568,0.2504979242180393,0.3300000131130218,241,1.0,0,0,0,0,9,45,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,TH,EVER.BK,2021,241,2021-01-04,2021-12-30,0.2199999988079071,0.3700000047683716,0.3466390052277023,0.4799999892711639,241,1.0,0,1,0,1,10,23,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TH,ESTAR.BK,2021,241,2021-01-04,2021-12-30,0.3937499821186065,0.534375011920929,0.5280848625289949,0.6666666865348816,241,1.0,0,0,0,0,4,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,TH,BIG.BK,2022,241,2022-01-04,2022-12-30,0.5571793913841248,0.6650205850601196,0.6911977935134128,0.9346234798431396,241,1.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TH,DIMET.BK,2022,241,2022-01-04,2022-12-30,0.4300000071525574,0.5299999713897705,0.5323651425571363,0.6800000071525574,241,1.0,0,0,0,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TH,MIDA.BK,2022,241,2022-01-04,2022-12-30,0.4199999868869781,0.4799999892711639,0.4808298736439701,0.5899999737739563,241,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TH,META.BK,2022,241,2022-01-04,2022-12-30,0.3100000023841858,0.4399999976158142,0.4427385884201872,0.6000000238418579,241,1.0,0,1,0,1,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TH,DCON.BK,2022,241,2022-01-04,2022-12-30,0.3421755731105804,0.3884154856204986,0.4125486023693164,0.5610083341598511,241,1.0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TH,GRAND.BK,2022,241,2022-01-04,2022-12-30,0.1800000071525573,0.2199999988079071,0.229356845446642,0.3199999928474426,241,1.0,0,0,0,0,3,37,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,TH,KC.BK,2022,241,2022-01-04,2022-12-30,0.1133299991488456,0.209999993443489,0.2313542323055603,0.6299999952316284,241,1.0,0,1,0,1,10,35,0,1,0,1,3,10,0,1,0,1,1,3,0,1,0,1,1,1,0,1,0,1,1,0
8,TH,TSI.BK,2022,241,2022-01-04,2022-12-30,0.2599999904632568,0.3700000047683716,0.360331949974986,0.4799999892711639,241,1.0,0,0,0,0,2,7,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,TH,GSTEEL.BK,2022,241,2022-01-04,2022-12-30,0.0900000035762786,0.0900000035762786,0.0900000035762786,0.0900000035762786,241,1.0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TH,TRITN.BK,2022,241,2022-01-04,2022-12-30,0.1700000017881393,0.2000000029802322,0.2102904560284001,0.2800000011920929,241,1.0,0,0,0,0,4,50,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TH,WAVE.BK,2023,243,2023-01-03,2023-12-28,0.1199999973177909,0.1700000017881393,0.1757201653265168,0.2399999946355819,243,1.0,0,0,0,0,11,107,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TH,AKR.BK,2023,243,2023-01-03,2023-12-28,0.653761625289917,0.7543402910232544,0.7473477865933391,0.8255835771560669,243,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TH,AKS.BK,2023,243,2023-01-03,2023-12-28,0.2299990057945251,0.2299990057945251,0.3454722514368379,0.689998984336853,243,1.0,0,26,27,53,57,200,0,26,27,53,57,200,0,26,27,53,57,200,0,26,25,51,55,200,0,24,0,24,26,168
4,TH,TVT.BK,2023,243,2023-01-03,2023-12-28,0.3600000143051147,0.449999988079071,0.5002057625923628,0.7900000214576721,243,1.0,0,1,0,1,5,25,0,0,0,0,2,5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
5,TH,TVDH.BK,2023,243,2023-01-03,2023-12-28,0.3000000119209289,0.4699999988079071,0.5235802458882822,0.8799999952316284,243,1.0,0,0,0,0,9,29,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,TH,AJA.BK,2023,243,2023-01-03,2023-12-28,0.1500000059604644,0.2000000029802322,0.2001234564025706,0.3100000023841858,243,1.0,0,1,0,1,7,82,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TH,ACAP.BK,2023,243,2023-01-03,2023-12-28,0.2899999916553497,0.3300000131130218,0.4407818974781429,0.7699999809265137,243,1.0,0,0,3,3,5,17,0,0,2,2,3,7,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0
8,TH,AE.BK,2023,243,2023-01-03,2023-12-28,0.3700000047683716,0.5199999809265137,0.5584773621196119,0.8799999952316284,243,1.0,0,1,0,1,7,19,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
9,TH,CHIC.BK,2023,243,2023-01-03,2023-12-28,0.5600000023841858,0.75,0.7357276248833771,0.9071562886238098,243,1.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TH,TWZ.BK,2023,243,2023-01-03,2023-12-28,0.0399999991059303,0.050000000745058,0.0538271605017989,0.0799999982118606,243,1.0,243,37,33,70,68,243,42,20,20,40,42,149,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
1,TH,AF.BK,2024,243,2024-01-03,2024-12-30,0.4974074065685272,0.6700000166893005,0.6673743838881269,0.907037079334259,243,1.0,0,3,0,3,5,16,0,1,0,1,2,2,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0
2,TH,UMS.BK,2024,243,2024-01-03,2024-12-30,0.3499999940395355,0.5600000023841858,0.5417283925499936,0.8799999952316284,243,1.0,0,8,12,20,21,57,0,1,2,3,4,21,0,0,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0
3,TH,UKEM.BK,2024,243,2024-01-03,2024-12-30,0.5679166913032532,0.7833333611488342,0.7552582153076988,0.9289411902427672,243,1.0,0,1,0,1,2,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TH,AKS.BK,2024,243,2024-01-03,2024-12-30,0.2299990057945251,0.2299990057945251,0.2309455078079867,0.4599989950656891,243,1.0,0,0,1,1,2,17,0,0,1,1,2,17,0,0,1,1,2,17,0,0,1,1,2,17,0,0,0,0,1,17
5,TH,AKR.BK,2024,243,2024-01-03,2024-12-30,0.7340806722640991,0.8280180096626282,0.8242665651894401,0.9281080961227416,243,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TH,AJA.BK,2024,243,2024-01-03,2024-12-30,0.1199999973177909,0.1899999976158142,0.2058024698017556,0.5,243,1.0,0,5,1,6,16,73,0,2,0,2,8,10,0,2,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0
7,TH,UBE.BK,2024,243,2024-01-03,2024-12-30,0.6316800117492676,0.7656727433204651,0.7733641183425369,0.9004311561584473,243,1.0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TH,TWZ.BK,2024,243,2024-01-03,2024-12-30,0.0299999993294477,0.0399999991059303,0.0391358018473342,0.050000000745058,243,1.0,243,23,25,48,49,174,210,23,25,48,49,170,54,13,1,14,17,110,0,0,0,0,1,24,0,0,0,0,0,2
9,TH,TVT.BK,2024,243,2024-01-03,2024-12-30,0.3100000023841858,0.4600000083446502,0.4816460868213402,0.7599999904632568,243,1.0,0,3,0,3,15,44,0,1,0,1,4,9,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
10,TH,TVDH.BK,2024,243,2024-01-03,2024-12-30,0.1800000071525573,0.2899999916553497,0.2781069987595326,0.3899999856948852,243,1.0,0,1,0,1,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TH,WINDOW.BK,2025,242,2025-01-02,2025-12-30,0.6159999966621399,0.7400000095367432,0.7552437937456714,0.9900000095367432,242,1.0,0,0,0,0,7,20,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TH,WSOL.BK,2025,153,2025-05-14,2025-12-30,0.2199999988079071,0.2899999916553497,0.2998692800406537,0.4199999868869781,153,1.0,0,0,1,1,3,24,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,TH,WIN.BK,2025,242,2025-01-02,2025-12-30,0.3000000119209289,0.3799999952316284,0.3742561963471499,0.4399999976158142,242,1.0,0,2,1,3,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TH,GSTEEL.BK,2025,242,2025-01-02,2025-12-30,0.0900000035762786,0.0900000035762786,0.0900000035762786,0.0900000035762786,242,1.0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TH,GRAND.BK,2025,242,2025-01-02,2025-12-30,0.0199999995529651,0.0399999991059303,0.0406611567086054,0.0599999986588954,242,1.0,242,27,52,79,88,221,157,25,49,74,80,210,75,14,3,17,20,116,2,2,0,2,2,23,0,0,0,0,0,3
6,TH,GJS.BK,2025,242,2025-01-02,2025-12-30,0.1000000014901161,0.1299999952316284,0.1323553708589766,0.1599999964237213,242,1.0,0,0,1,1,10,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TH,GENCO.BK,2025,242,2025-01-02,2025-12-30,0.2300000041723251,0.2750000059604645,0.2907024783290122,0.4300000071525574,242,1.0,0,0,3,3,3,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TH,HPT.BK,2025,242,2025-01-02,2025-12-30,0.3300000131130218,0.3700000047683716,0.3754570294510234,0.4467088878154754,242,1.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,TH,HEALTH.BK,2025,242,2025-01-02,2025-12-30,0.2199999988079071,0.3550000041723251,0.3565289243932598,0.6399999856948853,242,1.0,0,3,5,8,24,122,0,0,0,0,2,33,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
10,TH,FN.BK,2025,242,2025-01-02,2025-12-30,0.4000000059604645,0.5099999904632568,0.5259090886135732,0.7599999904632568,242,1.0,0,2,0,2,5,48,0,0,0,0,1,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,TW,9962.TWO,2020,245,2020-01-02,2020-12-31,4.880594253540039,7.030352592468262,6.8605877331324985,7.738778114318848,245,1.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TW,9960.TWO,2020,245,2020-01-02,2020-12-31,18.45347785949707,20.400678634643555,20.388870675223213,25.02385711669922,245,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TW,9957.TWO,2020,245,2020-01-02,2020-12-31,4.960000038146973,5.190000057220459,5.262938797230623,8.220000267028809,245,1.0,0,0,0,0,1,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,TW,1103.TW,2020,245,2020-01-02,2020-12-31,10.223206520080566,13.521984100341797,13.777907313132772,17.244426727294922,245,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TW,1104.TW,2020,245,2020-01-02,2020-12-31,9.699983596801758,12.724711418151855,13.49227686512227,17.68400001525879,245,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TW,1108.TW,2020,245,2020-01-02,2020-12-31,4.083038806915283,7.416896343231201,7.196337882839903,9.88119411468506,245,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TW,1109.TW,2020,245,2020-01-02,2020-12-31,9.46965503692627,12.704561233520508,13.09548693676384,15.659110069274902,245,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TW,1110.TW,2020,245,2020-01-02,2020-12-31,13.380555152893066,15.610648155212402,15.714340595323211,17.185714721679688,245,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,TW,9934.TW,2020,245,2020-01-02,2020-12-31,8.490160942077637,12.35452651977539,12.154799021506795,14.909551620483398,245,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TW,9933.TW,2020,245,2020-01-02,2020-12-31,17.796415328979492,26.04185676574707,25.624751414084923,28.99493789672852,245,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TW,1201.TW,2021,243,2021-01-04,2021-12-30,17.85372543334961,19.42377662658692,19.69268993487574,22.16015243530273,243,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TW,4544.TWO,2021,243,2021-01-04,2021-12-30,15.845541000366213,17.940505981445312,17.774619954113117,19.65456962585449,243,1.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TW,4550.TWO,2021,243,2021-01-04,2021-12-30,16.002384185791016,17.820837020874023,17.739232381184895,19.84162330627441,243,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TW,4553.TWO,2021,243,2021-01-04,2021-12-30,15.482673645019531,21.33740997314453,21.19616038318524,25.4583683013916,243,1.0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TW,4559.TWO,2021,243,2021-01-04,2021-12-30,8.610282897949219,15.04580307006836,14.042324105407966,18.196990966796875,243,1.0,0,0,0,0,6,12,0,0,0,0,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
6,TW,4526.TW,2021,243,2021-01-04,2021-12-30,13.380162239074709,16.094980239868164,16.072433954403724,19.5854549407959,243,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TW,4527.TWO,2021,243,2021-01-04,2021-12-30,20.04744338989257,21.46641159057617,21.42977635261944,24.1588077545166,243,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TW,4529.TWO,2021,243,2021-01-04,2021-12-30,6.519999980926514,9.93000030517578,10.006502045525444,14.649999618530272,243,1.0,0,0,1,1,3,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,TW,4532.TW,2021,243,2021-01-04,2021-12-30,14.83887004852295,15.88963794708252,16.213058997574166,20.179838180541992,243,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TW,4533.TWO,2021,243,2021-01-04,2021-12-30,9.127570152282717,10.219385147094728,10.37313768991227,12.40301513671875,243,1.0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TW,1201.TW,2022,246,2022-01-03,2022-12-30,16.980188369750977,18.960740089416504,19.01669208402556,21.07719039916992,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TW,9962.TWO,2022,246,2022-01-03,2022-12-30,9.983453750610352,13.162791728973389,13.2022393079308,17.864643096923828,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TW,9960.TWO,2022,246,2022-01-03,2022-12-30,19.04349708557129,20.277427673339844,20.246751102974745,22.10605430603028,246,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TW,9957.TWO,2022,246,2022-01-03,2022-12-30,6.960000038146973,9.029999732971191,9.764024385591831,14.199999809265137,246,1.0,0,0,0,0,3,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TW,1103.TW,2022,246,2022-01-03,2022-12-30,14.253585815429688,16.063562393188477,16.37089850262898,18.5762996673584,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TW,1104.TW,2022,246,2022-01-03,2022-12-30,15.263476371765137,16.7705020904541,16.90311150046868,18.405487060546875,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TW,1108.TW,2022,246,2022-01-03,2022-12-30,8.323953628540039,9.047775268554688,9.019708699327174,9.610747337341309,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TW,1109.TW,2022,246,2022-01-03,2022-12-30,12.277342796325684,15.470172882080078,14.931574418292785,17.11927604675293,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,TW,9934.TW,2022,246,2022-01-03,2022-12-30,9.881440162658691,11.133387565612791,11.449100653330484,13.503145217895508,246,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TW,9929.TW,2022,246,2022-01-03,2022-12-30,7.630000114440918,8.789999961853027,8.818130070601052,9.68000030517578,246,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TW,1201.TW,2023,239,2023-01-03,2023-12-29,17.520965576171875,18.66674995422364,18.58114395780045,19.95172119140625,239,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TW,9962.TWO,2023,239,2023-01-03,2023-12-29,14.578349113464355,16.586545944213867,16.811775147665493,20.166704177856445,239,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TW,9960.TWO,2023,239,2023-01-03,2023-12-29,20.64315414428711,23.655414581298828,23.44985124755604,25.58289337158203,239,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TW,9957.TWO,2023,239,2023-01-03,2023-12-29,6.670000076293945,7.71999979019165,7.87347280230981,10.149999618530272,239,1.0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TW,3481.TW,2023,239,2023-01-03,2023-12-29,11.161503791809082,13.802392959594728,13.73192046177437,17.091053009033203,239,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TW,3372.TWO,2023,239,2023-01-03,2023-12-29,10.652359008789062,12.965993881225586,12.902538626762611,16.149999618530273,239,1.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,TW,3373.TWO,2023,239,2023-01-03,2023-12-29,16.67676544189453,19.29208946228028,19.941285751853528,29.107744216918945,239,1.0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,TW,3379.TWO,2023,239,2023-01-03,2023-12-29,11.423094749450684,12.358606338500977,12.835735536519454,15.657516479492188,239,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,TW,3390.TWO,2023,239,2023-01-03,2023-12-29,15.301019668579102,16.2340087890625,17.21737468192767,28.269569396972656,239,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,TW,3419.TW,2023,239,2023-01-03,2023-12-29,16.717296600341797,18.94297218322754,19.099552417898774,22.751352310180664,239,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TW,9962.TWO,2024,242,2024-01-02,2024-12-31,14.115327835083008,15.816133499145508,15.59769543734464,17.130367279052734,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TW,9960.TWO,2024,242,2024-01-02,2024-12-31,23.08593368530273,23.962060928344727,24.035830387399216,25.013410568237305,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TW,9957.TWO,2024,242,2024-01-02,2024-12-31,5.900000095367432,6.510000228881836,6.588719011338289,7.329999923706055,242,1.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TW,1103.TW,2024,242,2024-01-02,2024-12-31,16.014354705810547,17.06340217590332,17.007248003620745,17.793725967407227,242,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TW,9950.TWO,2024,242,2024-01-02,2024-12-31,12.75,15.550000190734863,16.182438026775014,23.25,242,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
